filename,word_id,group,arabic,transliteration,english,urdu,type
sultan-authority-transparent.png,cmtrh9r45008n9k5kx835s0mk,Core 500 · Set 63,سُلْطان,sulṭān,"authority, warrant",دلیل، اختیار,NOUN
radda-return-transparent.png,cmtrh9r45008o9k5kiygnekts,Core 500 · Set 63,رَدَّ,radda,"to return, to turn back",لوٹانا، پھیرنا,VERB_PAST
ahsan-best-transparent.png,cmtrh9r45008p9k5kat47a6qf,Core 500 · Set 63,أَحْسَن,aḥsan,"best, finest",بہترین,NOUN
dhaqa-taste-transparent.png,cmtrh9r45008q9k5k0tpr977z,Core 500 · Set 63,ذاقَ,dhāqa,to taste,چکھنا,VERB_PAST
istawa-be-equal-transparent.png,cmtrh9r45008s9k5k1p1atmvz,Core 500 · Set 64,اسْتَوَى,istawā,"to be equal; to settle, to rise over",برابر ہونا؛ قائم ہونا,VERB_PAST
hin-time-transparent.png,cmtrh9r45008v9k5khw3jlcf3,Core 500 · Set 64,حِين,ḥīn,"time, while",وقت، مدت,NOUN
nasiya-forget-transparent.png,cmtrh9r45008w9k5kkuwl6g9w,Core 500 · Set 65,نَسِيَ,nasiya,to forget,بھولنا,VERB_PAST
bayyana-make-clear-transparent.png,cmtrh9r45008x9k5klmd6bipc,Core 500 · Set 65,بَيَّنَ,bayyana,"to make clear, to explain",واضح کرنا، بیان کرنا,VERB_PAST
ithm-sin-transparent.png,cmtrh9r45008y9k5kkqyxg6g1,Core 500 · Set 65,إِثْم,ithm,sin,گناہ,NOUN
nasir-helper-transparent.png,cmtrh9r45008z9k5kvfbywhx3,Core 500 · Set 65,نَصِير,naṣīr,helper,مددگار,NOUN
ikhtalafa-differ-transparent.png,cmtrh9r4500909k5kkgd4eias,Core 500 · Set 65,اخْتَلَفَ,ikhtalafa,"to differ, to disagree",اختلاف کرنا,VERB_PAST
mursal-one-who-is-transparent.png,cmtrh9r4500919k5k06q369qv,Core 500 · Set 66,مُرْسَل,mursal,"one who is sent, messenger",بھیجا ہوا، رسول,NOUN
maryam-mary-transparent.png,cmtrh9r4500929k5kk0qds8rr,Core 500 · Set 66,مَرْيَم,Maryam,Mary,مریم,PROPER_NOUN
fitnah-trial-transparent.png,cmtrh9r4500939k5k7tqabmqt,Core 500 · Set 66,فِتْنَة,fitnah,"trial, temptation, persecution",آزمائش، فتنہ,NOUN
ibtagha-seek-transparent.png,cmtrh9r4500949k5klludad1a,Core 500 · Set 66,ابْتَغَى,ibtaghā,"to seek, to desire",تلاش کرنا، چاہنا,VERB_PAST
ala-favours-transparent.png,cmtrh9r4500969k5kxskurirp,Core 500 · Set 67,آلاء,ālāʾ,"favours, bounties",نعمتیں,NOUN
fariq-party-transparent.png,cmtrh9r4500989k5kvrnxkbja,Core 500 · Set 67,فَرِيق,farīq,"party, group",گروہ,NOUN
kadhib-lie-transparent.png,cmtrh9r45009b9k5kweec7oro,Core 500 · Set 68,كَذِب,kadhib,"lie, falsehood",جھوٹ,NOUN
kalla-no-indeed-transparent.png,cmtrh9r45009c9k5kzw60v8o0,Core 500 · Set 68,كَلّا,kallā,"no indeed, by no means",ہرگز نہیں,PARTICLE
khasir-loser-transparent.png,cmtrh9r45009d9k5ktu3he4cm,Core 500 · Set 68,خاسِر,khāsir,loser,نقصان اٹھانے والا,NOUN
dhurriyyah-offspring-transparent.png,cmtrh9r45009f9k5kau2klcc2,Core 500 · Set 68,ذُرِّيَّة,dhurriyyah,"offspring, descendants",اولاد، نسل,NOUN
kafa-suffice-transparent.png,cmtrh9r45009g9k5kfj893yvy,Core 500 · Set 69,كَفَى,kafā,"to suffice, to be enough",کافی ہونا,VERB_PAST
kadhib-liar-transparent.png,cmtrh9r45009h9k5kzqv0lzhy,Core 500 · Set 69,كاذِب,kādhib,liar,جھوٹا,NOUN
aqibah-outcome-transparent.png,cmtrh9r45009j9k5ko0shzjkr,Core 500 · Set 69,عاقِبَة,ʿāqibah,"outcome, final end",انجام,NOUN
arada-turn-away-transparent.png,cmtrh9r45009k9k5ko1fg8oi6,Core 500 · Set 69,أَعْرَضَ,aʿraḍa,"to turn away, to shun",منہ پھیرنا,VERB_PAST
hayth-where-transparent.png,cmtrh9r45009l9k5kfc8h7zhz,Core 500 · Set 70,حَيْث,ḥayth,"where, wherever",جہاں,PARTICLE
ashadd-stronger-transparent.png,cmtrh9r45009m9k5keb97vka0,Core 500 · Set 70,أَشَدّ,ashadd,"stronger, more severe",زیادہ سخت,NOUN
nafaa-benefit-transparent.png,cmtrh9r45009n9k5k6clgv6nt,Core 500 · Set 70,نَفَعَ,nafaʿa,"to benefit, to profit",فائدہ دینا,VERB_PAST
idhan-then-transparent.png,cmtrh9r45009o9k5kbm3t2om5,Core 500 · Set 70,إِذًا,idhan,"then, in that case",پھر، تب,PARTICLE
hasanah-good-deed-transparent.png,cmtrh9r45009p9k5kr09wm44n,Core 500 · Set 70,حَسَنَة,ḥasanah,"good deed, good thing",نیکی، بھلائی,NOUN
wahidah-one-transparent.png,cmtrh9r45009q9k5kvq5yrymi,Core 500 · Set 71,واحِدَة,wāḥidah,"one (feminine), single",ایک,NOUN
tayyibah-good-transparent.png,cmtrh9r45009r9k5ko7yx5nyv,Core 500 · Set 71,طَيِّبَة,ṭayyibah,"good, pure, wholesome (feminine)",پاکیزہ، اچھی,NOUN
quwwah-strength-transparent.png,cmtrh9r45009t9k5krlqwh99a,Core 500 · Set 71,قُوَّة,quwwah,"strength, power",قوت، طاقت,NOUN
walla-turn-transparent.png,cmtrh9r45009u9k5kl6p4uk2g,Core 500 · Set 71,وَلَّى,wallā,"to turn, to turn away",پھیرنا، منہ موڑنا,VERB_PAST
ad-aad-transparent.png,cmtrh9r45009v9k5klt73c0i7,Core 500 · Set 72,عاد,ʿĀd,Aad (an ancient people),قومِ عاد,PROPER_NOUN
asa-perhaps-transparent.png,cmtrh9r45009w9k5koevbc5u5,Core 500 · Set 72,عَسَى,ʿasā,"perhaps, it may be",شاید، امید ہے,VERB_PAST
mala-chiefs-transparent.png,cmtrh9r45009y9k5kqlvs4jpe,Core 500 · Set 72,مَلَأ,malaʾ,"chiefs, notables, assembly",سردار، اشرافیہ,NOUN
labitha-remain-transparent.png,cmtrh9r45009z9k5k575jfgar,Core 500 · Set 72,لَبِثَ,labitha,"to remain, to stay",ٹھہرنا، رہنا,VERB_PAST
hukm-judgement-transparent.png,cmtrh9r4500a09k5kyam58b5j,Core 500 · Set 73,حُكْم,ḥukm,"judgement, wisdom, authority",حکم، فیصلہ، حکمت,NOUN
karim-noble-transparent.png,cmtrh9r4500a29k5k8k16dum6,Core 500 · Set 73,كَرِيم,karīm,"noble, generous",کریم، بزرگ,ADJECTIVE
absara-see-transparent.png,cmtrh9r4500a39k5k8rpeo7w3,Core 500 · Set 73,أَبْصَرَ,abṣara,"to see, to perceive",دیکھنا,VERB_PAST
ahd-covenant-transparent.png,cmtrh9r4500a49k5klk18hq39,Core 500 · Set 73,عَهْد,ʿahd,"covenant, pledge",عہد، وعدہ,NOUN
kaanna-as-if-transparent.png,cmtrh9r4500a59k5kya9nj0pe,Core 500 · Set 74,كَأَنَّ,kaʾanna,"as if, as though",گویا، جیسے,PARTICLE
jund-host-transparent.png,cmtrh9r4500a79k5kxm51q8f5,Core 500 · Set 74,جُنْد,jund,"host, army, troops",لشکر، فوج,NOUN
naba-news-transparent.png,cmtrh9r4500aa9k5k4x3i5jra,Core 500 · Set 75,نَبَأ,nabaʾ,"news, tiding",خبر,NOUN
sihr-magic-transparent.png,cmtrh9r4500ac9k5k03mlnf23,Core 500 · Set 75,سِحْر,siḥr,"magic, sorcery",جادو,NOUN
masir-destination-transparent.png,cmtrh9r4500ae9k5ku52c1rtz,Core 500 · Set 75,مَصِير,maṣīr,"destination, final return",ٹھکانہ، انجام,NOUN
aslaha-set-right-transparent.png,cmtrh9r4500af9k5klivqspt1,Core 500 · Set 76,أَصْلَحَ,aṣlaḥa,"to set right, to reform, to reconcile",اصلاح کرنا، درست کرنا,VERB_PAST
maghfirah-forgiveness-transparent.png,cmtrh9r4500ag9k5klqb239cs,Core 500 · Set 76,مَغْفِرَة,maghfirah,forgiveness,مغفرت، بخشش,NOUN
istajaba-respond-transparent.png,cmtrh9r4500ah9k5kvi87u55n,Core 500 · Set 76,اسْتَجابَ,istajāba,"to respond, to answer (a call)",قبول کرنا، جواب دینا,VERB_PAST
muminah-believing-woman-transparent.png,cmtrh9r4500ai9k5kquack0t4,Core 500 · Set 76,مُؤْمِنَة,muʾminah,believing woman,مومن عورت,NOUN
anna-how-transparent.png,cmtrh9r4500aj9k5kwuertq1e,Core 500 · Set 76,أَنَّى,annā,"how, from where",کیسے، کہاں سے,PARTICLE
rijal-men-transparent.png,cmtrh9r4500ak9k5k1gi4yhxk,Core 500 · Set 77,رِجال,rijāl,men,مرد,NOUN
aghna-avail-transparent.png,cmtrh9r4500am9k5kcxw7lp3s,Core 500 · Set 77,أَغْنَى,aghnā,"to avail, to enrich, to suffice",کام آنا، بےنیاز کرنا,VERB_PAST
asbaha-become-transparent.png,cmtrh9r4500an9k5k4o2482t0,Core 500 · Set 77,أَصْبَحَ,aṣbaḥa,to become; to enter upon morning,ہو جانا؛ صبح کرنا,VERB_PAST
sawa-equal-transparent.png,cmtrh9r4500ap9k5kifpmx9gn,Core 500 · Set 78,سَواء,sawāʾ,"equal, alike; the same",برابر، یکساں,NOUN
afa-pardon-transparent.png,cmtrh9r4500aq9k5kh4evlbvr,Core 500 · Set 78,عَفا,ʿafā,"to pardon, to excuse",معاف کرنا,VERB_PAST
ghafil-heedless-transparent.png,cmtrh9r4500as9k5kn43gg58o,Core 500 · Set 78,غافِل,ghāfil,"heedless, unaware",غافل، بےخبر,NOUN
qaddama-send-forth-transparent.png,cmtrh9r4500at9k5k7xils6j6,Core 500 · Set 78,قَدَّمَ,qaddama,"to send forth, to put forward",آگے بھیجنا، پیش کرنا,VERB_PAST
aflaha-succeed-transparent.png,cmtrh9r4500au9k5kxyps698q,Core 500 · Set 79,أَفْلَحَ,aflaḥa,"to succeed, to prosper",کامیاب ہونا,VERB_PAST
jahada-strive-transparent.png,cmtrh9r4500av9k5ku1817uf7,Core 500 · Set 79,جاهَدَ,jāhada,"to strive, to struggle",جہاد کرنا، کوشش کرنا,VERB_PAST
makan-place-transparent.png,cmtrh9r4500aw9k5kz4n80aqf,Core 500 · Set 79,مَكان,makān,place,جگہ,NOUN
munafiq-hypocrite-transparent.png,cmtrh9r4500ax9k5kyjj13gws,Core 500 · Set 79,مُنافِق,munāfiq,hypocrite,منافق,NOUN
yusuf-joseph-transparent.png,cmtrh9r4500az9k5knhwt8i0q,Core 500 · Set 80,يُوسُف,Yūsuf,Joseph,یوسف,PROPER_NOUN
lut-lot-transparent.png,cmtrh9r4500b09k5k2b3lykht,Core 500 · Set 80,لُوط,Lūṭ,Lot,لوط,PROPER_NOUN
madha-what-transparent.png,cmtrh9r4500b19k5kh3xa1hhx,Core 500 · Set 80,ماذا,mādhā,what,کیا,PARTICLE
khawf-fear-transparent.png,cmtrh9r4500b29k5kwju1jcfi,Core 500 · Set 80,خَوْف,khawf,fear,خوف، ڈر,NOUN
jahim-blazing-fire-transparent.png,cmtrh9s3700b59k5k3kvob8z9,Core 500 · Set 81,جَحِيم,jaḥīm,"the blazing fire, Hellfire",جہنم، بھڑکتی آگ,NOUN
shahadah-testimony-transparent.png,cmtrh9s3700b69k5kj6roiyms,Core 500 · Set 81,شَهادَة,shahādah,"testimony, witnessing",گواہی، شہادت,NOUN
ajma-all-together-transparent.png,cmtrh9s3700b79k5kw1a8pu3q,Core 500 · Set 81,أَجْمَع,ajmaʿ,all together,سب کے سب,NOUN
zayyana-adorn-transparent.png,cmtrh9s3700b99k5k4owayxgw,Core 500 · Set 82,زَيَّنَ,zayyana,"to adorn, to make attractive",خوبصورت بنانا، آراستہ کرنا,VERB_PAST
imraah-woman-transparent.png,cmtrh9s3700ba9k5kqtxd7ry1,Core 500 · Set 82,امْرَأَة,imraʾah,"woman, wife",عورت، بیوی,NOUN
kayd-plot-transparent.png,cmtrh9s3700bb9k5kebnxkhgp,Core 500 · Set 82,كَيْد,kayd,"plot, scheme",چال، سازش,NOUN
thamud-thamud-transparent.png,cmtrh9s3700bc9k5kkv9lskct,Core 500 · Set 82,ثَمُود,Thamūd,Thamud (an ancient people),قومِ ثمود,PROPER_NOUN
shaara-perceive-transparent.png,cmtrh9s3700bd9k5k631bfquu,Core 500 · Set 82,شَعَرَ,shaʿara,"to perceive, to be aware",شعور رکھنا، محسوس کرنا,VERB_PAST
mithaq-covenant-transparent.png,cmtrh9s3800bf9k5kikcgq7fn,Core 500 · Set 83,مِيثاق,mīthāq,"covenant, solemn pledge",پختہ عہد,NOUN
junah-blame-transparent.png,cmtrh9s3800bi9k5k6ntw8l1e,Core 500 · Set 83,جُناح,junāḥ,"blame, sin",گناہ، حرج,NOUN
baid-far-transparent.png,cmtrh9s3800bj9k5kdjtgkp6o,Core 500 · Set 84,بَعِيد,baʿīd,"far, distant",دور,ADJECTIVE
bas-might-transparent.png,cmtrh9s3800bk9k5koag1zard,Core 500 · Set 84,بَأْس,baʾs,"might, force; punishment",زور، سختی، عذاب,NOUN
qadara-decree-transparent.png,cmtrh9s3800bl9k5kkui9imrt,Core 500 · Set 84,قَدَرَ,qadara,"to decree, to measure; to restrict",اندازہ کرنا، تنگ کرنا,VERB_PAST
bagha-seek-transparent.png,cmtrh9s3800bn9k5kjhx02byb,Core 500 · Set 84,بَغَى,baghā,to seek; to transgress,چاہنا؛ زیادتی کرنا,VERB_PAST
jadala-dispute-transparent.png,cmtrh9s3800bo9k5kozz9t3dn,Core 500 · Set 85,جادَلَ,jādala,"to dispute, to argue",جھگڑنا، بحث کرنا,VERB_PAST
iyya--transparent.png,cmtrh9s3800bp9k5kh6hlbh4e,Core 500 · Set 85,إِيّا,iyyā,"(object pronoun base: him, them, you)",(ضمیرِ مفعول کی بنیاد),PARTICLE
kada-almost-transparent.png,cmtrh9s3800bq9k5kugjo194t,Core 500 · Set 85,كادَ,kāda,"to almost, to be on the point of",قریب ہونا، تقریباً,VERB_PAST
wara-behind-transparent.png,cmtrh9s3800bs9k5k8spol4js,Core 500 · Set 85,وَراء,warāʾ,"behind, beyond",پیچھے,PARTICLE
a--transparent.png,cmtrh9s3800bt9k5k5ahpri91,Core 500 · Set 86,أَ,a,(turns a sentence into a question),کیا؟ (سوالیہ),PARTICLE
hayy-living-transparent.png,cmtrh9s3800bu9k5kpnhxv7zf,Core 500 · Set 86,حَيّ,ḥayy,"living, alive",زندہ,NOUN
untha-female-transparent.png,cmtrh9s3800bv9k5kx6jtgo0p,Core 500 · Set 86,أُنثَى,unthā,female,مادہ، عورت,NOUN
akbar-greater-transparent.png,cmtrh9s3800bw9k5khbrbrszv,Core 500 · Set 86,أَكْبَر,akbar,"greater, greatest",بڑا، سب سے بڑا,NOUN
tawaffa-take-in-full-transparent.png,cmtrh9s3800bx9k5kph2ctvsl,Core 500 · Set 86,تَوَفَّى,tawaffā,to take in full; to cause to die,پورا لینا؛ وفات دینا,VERB_PAST
taifah-group-transparent.png,cmtrh9s3800bz9k5k297o8p9u,Core 500 · Set 87,طائِفَة,ṭāʾifah,"group, party",گروہ، جماعت,NOUN
wakil-trustee-transparent.png,cmtrh9s3800c09k5kublgdaow,Core 500 · Set 87,وَكِيل,wakīl,"trustee, disposer of affairs",کارساز، وکیل,NOUN
liqa-meeting-transparent.png,cmtrh9s3800c19k5kgdbitnzm,Core 500 · Set 87,لِقاء,liqāʾ,"meeting, encounter",ملاقات,NOUN
zulmah-darkness-transparent.png,cmtrh9s3800c29k5k6vpy8aao,Core 500 · Set 87,ظُلْمَة,ẓulmah,darkness,اندھیرا,NOUN
sab-seven-transparent.png,cmtrh9s3800c39k5kllg96oqw,Core 500 · Set 88,سَبْع,sabʿ,seven,سات,NOUN
imma-either-transparent.png,cmtrh9s3800c49k5kjfguxiof,Core 500 · Set 88,إِمّا,immā,"either, or; if",یا تو، خواہ,PARTICLE
anja-rescue-transparent.png,cmtrh9s3800c59k5kmy2c126w,Core 500 · Set 88,أَنجَى,anjā,"to rescue, to deliver",نجات دینا، بچانا,VERB_PAST
sajid-one-prostrating-transparent.png,cmtrh9s3800c69k5kgrid8ex1,Core 500 · Set 88,ساجِد,sājid,one prostrating,سجدہ کرنے والا,NOUN
baddala-change-transparent.png,cmtrh9s3800c79k5kd939zyp6,Core 500 · Set 88,بَدَّلَ,baddala,"to change, to substitute",بدلنا,VERB_PAST
laana-curse-transparent.png,cmtrh9s3800ca9k5kj8djdx6k,Core 500 · Set 89,لَعَنَ,laʿana,to curse,لعنت کرنا,VERB_PAST
fulk-ship-transparent.png,cmtrh9s3800cb9k5kbh5lswtz,Core 500 · Set 89,فُلْك,fulk,ship,کشتی، جہاز,NOUN
adhina-permit-transparent.png,cmtrh9s3800cc9k5kzanntqtb,Core 500 · Set 89,أَذِنَ,adhina,"to permit, to give leave",اجازت دینا,VERB_PAST
fatana-test-transparent.png,cmtrh9s3800cd9k5kmznokglu,Core 500 · Set 90,فَتَنَ,fatana,"to test, to try, to tempt",آزمانا، فتنے میں ڈالنا,VERB_PAST
dhikra-reminder-transparent.png,cmtrh9s3800cf9k5kdzl97tw7,Core 500 · Set 90,ذِكْرَى,dhikrā,"reminder, admonition",نصیحت، یاد دہانی,NOUN
sam-hearing-transparent.png,cmtrh9s3800cg9k5kfc8fzdzx,Core 500 · Set 90,سَمْع,samʿ,hearing,سماعت، سننا,NOUN
khalf-behind-transparent.png,cmtrh9s3800ci9k5knljk9fa3,Core 500 · Set 91,خَلْف,khalf,"behind, after",پیچھے,NOUN
bala-yes-indeed-transparent.png,cmtrh9s3800cj9k5k55k30gv5,Core 500 · Set 91,بَلَى,balā,yes indeed (contradicting a negative),کیوں نہیں، ضرور,PARTICLE
aslama-submit-transparent.png,cmtrh9s3800ck9k5kqwphwuw4,Core 500 · Set 91,أَسْلَمَ,aslama,to submit (to God),سپرد کرنا، اسلام لانا,VERB_PAST
nasr-help-transparent.png,cmtrh9s3800cm9k5kgoo90zkj,Core 500 · Set 91,نَصْر,naṣr,"help, victory",مدد، فتح,NOUN
raja-to-hope-transparent.png,cmtrh9s3800cn9k5kb1x9754r,Core 500 · Set 92,رَجا,rajā,"to hope, to expect",امید رکھنا,VERB_PAST
wahaba-grant-transparent.png,cmtrh9s3800co9k5ku4p4445x,Core 500 · Set 92,وَهَبَ,wahaba,"to grant, to bestow",عطا کرنا، بخشنا,VERB_PAST
jamaa-gather-transparent.png,cmtrh9s3800cp9k5k854zcwj1,Core 500 · Set 92,جَمَعَ,jamaʿa,"to gather, to collect",جمع کرنا,VERB_PAST
lada-with-transparent.png,cmtrh9s3800cq9k5kpkakoxrt,Core 500 · Set 92,لَدَى,ladā,"with, at, in the presence of",پاس، نزدیک,PARTICLE
makara-plot-transparent.png,cmtrh9s3800cr9k5kldy6e78l,Core 500 · Set 92,مَكَرَ,makara,"to plot, to scheme",چال چلنا، سازش کرنا,VERB_PAST
mawa-refuge-transparent.png,cmtrh9s3800cs9k5klgbdb8wy,Core 500 · Set 93,مَأْوَى,maʾwā,"refuge, abode",ٹھکانہ، پناہ,NOUN
barr-land-transparent.png,cmtrh9s3800ct9k5ksm7i9x7k,Core 500 · Set 93,بَرّ,barr,"land, dry land",خشکی,NOUN
adhaqa-make-someone-taste-transparent.png,cmtrh9s3800cu9k5kemibjsfy,Core 500 · Set 93,أَذاقَ,adhāqa,to make someone taste,چکھانا,VERB_PAST
sahir-magician-transparent.png,cmtrh9s3800cw9k5kurgd1fl1,Core 500 · Set 93,ساحِر,sāḥir,"magician, sorcerer",جادوگر,NOUN
sakhkhara-subject-transparent.png,cmtrh9s3800cx9k5kyniy8oqk,Core 500 · Set 94,سَخَّرَ,sakhkhara,"to subject, to make serviceable",مسخر کرنا، کام میں لگانا,VERB_PAST
mufsid-corrupter-transparent.png,cmtrh9s3800cy9k5kife8rr3a,Core 500 · Set 94,مُفْسِد,mufsid,"corrupter, one who spreads corruption",فساد کرنے والا,NOUN
istahzaa-mock-transparent.png,cmtrh9s3800cz9k5kgvgofmxf,Core 500 · Set 94,اسْتَهْزَأَ,istahzaʾa,"to mock, to ridicule",مذاق اڑانا,VERB_PAST
ishtara-buy-transparent.png,cmtrh9s3800d09k5k8enmrnol,Core 500 · Set 94,اشْتَرَى,ishtarā,"to buy, to trade away",خریدنا، سودا کرنا,VERB_PAST
ama-blind-transparent.png,cmtrh9s3800d19k5km86xmg1y,Core 500 · Set 94,أَعْمَى,aʿmā,blind,اندھا,NOUN
amata-cause-to-die-transparent.png,cmtrh9s3800d39k5kmw0hqlr9,Core 500 · Set 95,أَماتَ,amāta,to cause to die,موت دینا,VERB_PAST
katama-conceal-transparent.png,cmtrh9s3800d49k5ke0x1yl29,Core 500 · Set 95,كَتَمَ,katama,"to conceal, to hide",چھپانا,VERB_PAST
ahsana-do-good-transparent.png,cmtrh9s3800d79k5kywqqcc4p,Core 500 · Set 96,أَحْسَنَ,aḥsana,"to do good, to do well",احسان کرنا، اچھا کرنا,VERB_PAST
nasib-share-transparent.png,cmtrh9s3800d89k5k7sn7zjcd,Core 500 · Set 96,نَصِيب,naṣīb,"share, portion",حصہ,NOUN
kam-how-many-transparent.png,cmtrh9s3800d99k5kr8ue6764,Core 500 · Set 96,كَم,kam,"how many, how much",کتنے، کتنا,NOUN
hasan-good-transparent.png,cmtrh9s3800da9k5k4dj4gc0b,Core 500 · Set 96,حَسَن,ḥasan,"good, fair",اچھا، بھلا,ADJECTIVE
musamman-named-transparent.png,cmtrh9s3800db9k5kl9ksyukw,Core 500 · Set 96,مُسَمًّى,musamman,"named, appointed, specified",مقرر، معین,NOUN
wadaa-put-down-transparent.png,cmtrh9s3800dc9k5k6zb7vtuv,Core 500 · Set 97,وَضَعَ,waḍaʿa,"to put down, to lay; to give birth",رکھنا، اتارنا؛ جنم دینا,VERB_PAST
shahid-witness-transparent.png,cmtrh9s3800dd9k5kbu490xix,Core 500 · Set 97,شاهِد,shāhid,witness,گواہ,NOUN
mukadhdhib-denier-transparent.png,cmtrh9s3800de9k5kz3sdw9wo,Core 500 · Set 97,مُكَذِّب,mukadhdhib,"denier, one who calls it a lie",جھٹلانے والا,NOUN
zann-assumption-transparent.png,cmtrh9s3800df9k5kqqj2i11v,Core 500 · Set 97,ظَنّ,ẓann,"assumption, conjecture",گمان، خیال,NOUN
aadda-prepare-transparent.png,cmtrh9s3800dg9k5k316scjbp,Core 500 · Set 97,أَعَدَّ,aʿadda,to prepare,تیار کرنا,VERB_PAST
awfa-fulfil-transparent.png,cmtrh9s3800dh9k5k70b3or8u,Core 500 · Set 98,أَوْفَى,awfā,"to fulfil, to give in full",پورا کرنا,VERB_PAST
arafa-know-transparent.png,cmtrh9s3800di9k5khstvuhdw,Core 500 · Set 98,عَرَفَ,ʿarafa,"to know, to recognise",پہچاننا، جاننا,VERB_PAST
kallama-speak-to-transparent.png,cmtrh9s3800dk9k5khtybmueo,Core 500 · Set 98,كَلَّمَ,kallama,"to speak to, to address",بات کرنا، کلام کرنا,VERB_PAST
hikmah-wisdom-transparent.png,cmtrh9s3800dl9k5kcryy8s8p,Core 500 · Set 98,حِكْمَة,ḥikmah,wisdom,حکمت، دانائی,NOUN
sabir-patient-one-transparent.png,cmtrh9s3800dm9k5kfbb54nms,Core 500 · Set 99,صابِر,ṣābir,"patient one, steadfast",صبر کرنے والا,NOUN
bala-test-transparent.png,cmtrh9s3800dn9k5kxeubayrt,Core 500 · Set 99,بَلا,balā,"to test, to try",آزمانا,VERB_PAST
ahalla-make-lawful-transparent.png,cmtrh9s3800do9k5khj7d05ho,Core 500 · Set 99,أَحَلَّ,aḥalla,"to make lawful, to permit",حلال کرنا,VERB_PAST
amina-be-safe-transparent.png,cmtrh9s3800dp9k5kq6eal0z4,Core 500 · Set 99,أَمِنَ,amina,"to be safe, to feel secure",امن میں ہونا، بےخوف ہونا,VERB_PAST
iqab-penalty-transparent.png,cmtrh9s3800dq9k5kdxv7837h,Core 500 · Set 99,عِقاب,ʿiqāb,"penalty, retribution",سزا، عذاب,NOUN
marrah-time-transparent.png,cmtrh9s3800dr9k5k0y0z8sfg,Core 500 · Set 100,مَرَّة,marrah,"time, occasion",بار، دفعہ,NOUN
harun-aaron-transparent.png,cmtrh9s3800ds9k5ko7qdmgb5,Core 500 · Set 100,هارُون,Hārūn,Aaron,ہارون,PROPER_NOUN
qassa-narrate-transparent.png,cmtrh9s3800du9k5kaceaw2q6,Core 500 · Set 100,قَصَّ,qaṣṣa,"to narrate, to relate",بیان کرنا، قصہ سنانا,VERB_PAST
aqsama-swear-an-oath-transparent.png,cmtrh9s3800dv9k5k6v94nmfr,Core 500 · Set 100,أَقْسَمَ,aqsama,to swear an oath,قسم کھانا,VERB_PAST
malik-owner-transparent.png,cmtvrdagy007a585kfvcpfxs3,Curriculum · Chapter 1,مَالِك,mālik,"owner, master, possessor",مالک,NOUN
walid-father-transparent.png,cmtvrdagx002d585k1bbl42hp,Curriculum · Chapter 2,وَالِد,wālid,father (formal),والد,NOUN
walida-mother-transparent.png,cmtvrdagx002e585kutut3zxt,Curriculum · Chapter 2,وَالِدَة,wālida,mother (formal),والدہ,NOUN
daw-light-transparent.png,cmtvrdagx003w585kg875zgax,Curriculum · Chapter 2,ضَوْء,ḍaw',"light, brightness",روشنی,NOUN
isha-night-transparent.png,cmtvrdagx004q585kwxooamvx,Curriculum · Chapter 2,عِشَاء,'ishā',"night, isha prayer time",عشاء,NOUN
malik-king-transparent.png,cmtvrdagx001u585kuxs2emsa,Curriculum · Chapter 3,مَلِك,malik,"king, ruler",بادشاہ,NOUN
usbu-week-transparent.png,cmtvrdagy004t585kn395pmsu,Curriculum · Chapter 3,أُسْبُوع,usbū',week,ہفتہ,NOUN
zaman-time-transparent.png,cmtvrdagy004y585k9jd81qmp,Curriculum · Chapter 3,زَمَان,zamān,"time, era, age",زمانہ، وقت,NOUN
thamara-fruit-transparent.png,cmtvrdagy005i585khiz3s05g,Curriculum · Chapter 3,ثَمَرَة,thamara,"fruit, result",پھل، نتیجہ,NOUN
raja-he-hoped-transparent.png,cmtvrdagz008p585kz220ht0g,Curriculum · Chapter 3,رَجَا,rajā,"he hoped, he expected",اس نے امید رکھی,VERB_PAST
jami-congregational-mosque-transparent.png,cmtvrdagz009s585knlkcxzj2,Curriculum · Chapter 3,جَامِع,jāmi',congregational mosque,جامع مسجد,NOUN
fahima-he-understood-transparent.png,cmtvrdagz00av585krt4qi539,Curriculum · Chapter 3,فَهِمَ,fahima,he understood,اس نے سمجھا,VERB_PAST
hafiza-he-memorized-transparent.png,cmtvrdagz00aw585k4dk8bbb2,Curriculum · Chapter 3,حَفِظَ,ḥafiẓa,"he memorized, he preserved",اس نے حفظ کیا,VERB_PAST
raja-hope-transparent.png,cmtvrdagy0070585k6y3hkxxa,Curriculum · Chapter 4,رَجَاء,rajā',"hope, expectation",امید، رجاء,NOUN
musalla-prayer-mat-transparent.png,cmtvrdagy0074585keteo1uhi,Curriculum · Chapter 4,مُصَلَّى,muṣallā,"prayer mat, prayer area",مصلی، جائے نماز,NOUN
dahr-time-transparent.png,cmtvrdagy004w585kjbklzghl,Curriculum · Chapter 5,دَهْر,dahr,"time, age, eternity",زمانہ، دہر,NOUN
