id,sortOrder,arabic,arabicPlain,transliteration,translationEn,translationUr,wordType,gender,pluralForm,rootLetters,topicCategories,chapterIntroduced,frequencyInQuran,imageKey,suggestedFilename
cmq6hkx6a005p145kpmku5dbu,117,زَوْجَة,زوجة,zawja,wife,بیوی,NOUN,FEMININE,زَوْجَات,ز و ج,family,3,0,images/words/cmq6hkx6a005p145kpmku5dbu.jpg,117-zawja.jpg
cmq6hkx6a005q145kyx8zit9y,118,جَدّ,جد,jadd,grandfather,دادا، نانا,NOUN,MASCULINE,أَجْدَاد,ج د د,family,3,0,images/words/cmq6hkx6a005q145kyx8zit9y.jpg,118-jadd.jpg
cmq6hkx6a005r145kkzrif2xn,119,جَدَّة,جدة,jadda,grandmother,دادی، نانی,NOUN,FEMININE,جَدَّات,ج د د,family,3,0,images/words/cmq6hkx6a005r145kkzrif2xn.jpg,119-jadda.jpg
cmq6hkx6a005s145kpzbfz3gy,120,عَمّ,عم,'amm,paternal uncle,چچا,NOUN,MASCULINE,أَعْمَام,ع م م,family,3,3,images/words/cmq6hkx6a005s145kpzbfz3gy.jpg,120-amm.jpg
cmq6hkx6a005t145kihsi0isn,121,عَمَّة,عمة,'amma,paternal aunt,پھوپھی,NOUN,FEMININE,عَمَّات,ع م م,family,3,0,images/words/cmq6hkx6a005t145kihsi0isn.jpg,121-amma.jpg
cmq6hkx6a005u145kx9b6fotz,122,خَال,خال,khāl,maternal uncle,ماموں,NOUN,MASCULINE,أَخْوَال,خ و ل,family,3,0,images/words/cmq6hkx6a005u145kx9b6fotz.jpg,122-kh-l.jpg
cmq6hkx6a005v145kn711b4fq,123,خَالَة,خالة,khāla,maternal aunt,خالہ,NOUN,FEMININE,خَالَات,خ و ل,family,3,0,images/words/cmq6hkx6a005v145kn711b4fq.jpg,123-kh-la.jpg
cmq6hkx6a005w145kfy1apzk1,124,أَهْل,اهل,ahl,"family, people of",اہل، گھر والے,NOUN,MASCULINE,أَهَالِي,أ ه ل,family,2,127,images/words/cmq6hkx6a005w145kfy1apzk1.jpg,124-ahl.jpg
cmq6hkx6a005x145kq49cou23,125,عَائِلَة,عائلة,'ā'ila,"family, household",خاندان، گھرانہ,NOUN,FEMININE,عَائِلَات,ع و ل,family,3,0,images/words/cmq6hkx6a005x145kq49cou23.jpg,125-ila.jpg
cmq6hkx6a005y145k0bvioue8,126,قَرِيب,قريب,qarīb,"relative, near",رشتہ دار، قریب,NOUN,MASCULINE,أَقَارِب,ق ر ب,family,3,96,images/words/cmq6hkx6a005y145k0bvioue8.jpg,126-qar-b.jpg
cmq6hkx6a005z145kh6wa76pz,127,حَفِيد,حفيد,ḥafīd,grandson,پوتا، نواسہ,NOUN,MASCULINE,أَحْفَاد,ح ف د,family,4,0,images/words/cmq6hkx6a005z145kh6wa76pz.jpg,127-af-d.jpg
cmq6hkx6a0060145krquhwveq,128,ذُرِّيَّة,ذرية,dhurriyya,"offspring, progeny, descendants",اولاد، ذریت,NOUN,FEMININE,ذُرِّيَّات,ذ ر ر,family|quranic,4,41,images/words/cmq6hkx6a0060145krquhwveq.jpg,128-dhurriyya.jpg
cmq6hkx6a0061145kypgpx5gc,129,وَالِد,والد,wālid,father (formal),والد,NOUN,MASCULINE,وَالِدَان,و ل د,family,2,20,images/words/cmq6hkx6a0061145kypgpx5gc.jpg,129-w-lid.jpg
cmq6hkx6a0062145k8n8foto7,130,وَالِدَة,والدة,wālida,mother (formal),والدہ,NOUN,FEMININE,وَالِدَات,و ل د,family,2,10,images/words/cmq6hkx6a0062145k8n8foto7.jpg,130-w-lida.jpg
cmq6hkx6a0063145kdv74u6sa,131,نَسَب,نسب,nasab,"lineage, descent",نسب، خاندان,NOUN,MASCULINE,أَنْسَاب,ن س ب,family|quranic,5,3,images/words/cmq6hkx6a0063145kdv74u6sa.jpg,131-nasab.jpg
cmq6hkx6a0064145kcolfsve5,132,رَحِم,رحم,raḥim,"womb, kinship ties",رحم، رشتہ داری,NOUN,MASCULINE,أَرْحَام,ر ح م,family|quranic,4,16,images/words/cmq6hkx6a0064145kcolfsve5.jpg,132-ra-im.jpg
cmq6hkx6a0065145kyr17cpua,133,أَقَارِب,اقارب,aqārib,"relatives, kinfolk",اقارب، رشتہ دار,NOUN,MASCULINE,,ق ر ب,family,4,2,images/words/cmq6hkx6a0065145kyr17cpua.jpg,133-aq-rib.jpg
cmq6hkx6a0066145k35qmn3eo,134,يَتَامَى,يتامى,yatāmā,orphans (plural),یتیم (جمع),NOUN,MASCULINE,,ي ت م,family|people,5,22,images/words/cmq6hkx6a0066145k35qmn3eo.jpg,134-yat-m.jpg
cmq6hkx6a0067145kd15xbap4,135,إِخْوَة,اخوة,ikhwa,"brothers, brethren",بھائی (جمع)، بھائی چارہ,NOUN,MASCULINE,,أ خ و,family|worship,2,22,images/words/cmq6hkx6a0067145kd15xbap4.jpg,135-ikhwa.jpg
cmq6hkx6a0068145ko9ad5kcf,136,قَدَم,قدم,qadam,"foot, step",پاؤں، قدم,NOUN,FEMININE,أَقْدَام,ق د م,body,2,14,images/words/cmq6hkx6a0068145ko9ad5kcf.jpg,136-qadam.jpg
cmq6hkx6a0069145ka6ts7rob,137,ظَهْر,ظهر,ẓahr,back,پیٹھ,NOUN,MASCULINE,ظُهُور,ظ ه ر,body,3,22,images/words/cmq6hkx6a0069145ka6ts7rob.jpg,137-ahr.jpg
cmq6hkx6a006a145kkx666qlc,138,بَطْن,بطن,baṭn,"belly, stomach",پیٹ,NOUN,MASCULINE,بُطُون,ب ط ن,body,3,33,images/words/cmq6hkx6a006a145kkx666qlc.jpg,138-ba-n.jpg
cmq6hkx6a006b145kz9ex4akl,139,صَدْر,صدر,ṣadr,"chest, breast",سینہ,NOUN,MASCULINE,صُدُور,ص د ر,body|quranic,3,44,images/words/cmq6hkx6a006b145kz9ex4akl.jpg,139-adr.jpg
cmq6hkx6a006c145ki7qh58ox,140,رَقَبَة,رقبة,raqaba,neck,گردن,NOUN,FEMININE,رِقَاب,ر ق ب,body,3,6,images/words/cmq6hkx6a006c145ki7qh58ox.jpg,140-raqaba.jpg
cmq6hkx6a006d145kvko9838u,141,شَعْر,شعر,sha'r,hair,بال,NOUN,MASCULINE,شُعُور,ش ع ر,body,3,2,images/words/cmq6hkx6a006d145kvko9838u.jpg,141-sha-r.jpg
cmq6hkx6a006e145k3qemvvu0,142,أُذُن,اذن,udhun,ear,کان,NOUN,FEMININE,آذَان,أ ذ ن,body,2,19,images/words/cmq6hkx6a006e145k3qemvvu0.jpg,142-udhun.jpg
cmq6hkx6a006f145khia0r7o3,143,أَنْف,انف,anf,nose,ناک,NOUN,MASCULINE,أُنُوف,أ ن ف,body,3,3,images/words/cmq6hkx6a006f145khia0r7o3.jpg,143-anf.jpg
cmq6hkx6a006g145k76b1214o,144,فَم,فم,fam,mouth,منہ,NOUN,MASCULINE,أَفْوَاه,ف و ه,body,3,10,images/words/cmq6hkx6a006g145k76b1214o.jpg,144-fam.jpg
cmq6hkx6a006h145k9qzk6583,145,لِسَان,لسان,lisān,"tongue, language",زبان,NOUN,MASCULINE,أَلْسِنَة,ل س ن,body,3,25,images/words/cmq6hkx6a006h145k9qzk6583.jpg,145-lis-n.jpg
cmq6hkx6a006i145kihgk63d0,146,سِنّ,سن,sinn,"tooth, age",دانت، عمر,NOUN,FEMININE,أَسْنَان,س ن ن,body,4,5,images/words/cmq6hkx6a006i145kihgk63d0.jpg,146-sinn.jpg
cmq6hkx6a006j145kj459hso4,147,شَفَة,شفة,shafa,lip,ہونٹ,NOUN,FEMININE,شِفَاه,ش ف ه,body,4,2,images/words/cmq6hkx6a006j145kj459hso4.jpg,147-shafa.jpg
cmq6hkx6a006k145klzmxtzz1,148,كَتِف,كتف,katif,shoulder,کندھا,NOUN,FEMININE,أَكْتَاف,ك ت ف,body,4,0,images/words/cmq6hkx6a006k145klzmxtzz1.jpg,148-katif.jpg
cmq6hkx6a006l145k46fs78lp,149,ذِرَاع,ذراع,dhirā',"arm, forearm",بازو,NOUN,FEMININE,أَذْرُع,ذ ر ع,body,4,4,images/words/cmq6hkx6a006l145k46fs78lp.jpg,149-dhir.jpg
cmq6hkx6a006m145kbka9pr0g,150,أُصْبُع,اصبع,uṣbu',finger,انگلی,NOUN,FEMININE,أَصَابِع,ص ب ع,body,4,2,images/words/cmq6hkx6a006m145kbka9pr0g.jpg,150-u-bu.jpg
cmq6hkx6a006n145kjcv439tg,151,رُكْبَة,ركبة,rukba,knee,گھٹنا,NOUN,FEMININE,رُكَب,ر ك ب,body,4,0,images/words/cmq6hkx6a006n145kjcv439tg.jpg,151-rukba.jpg
cmq6hkx6a006o145kcy024uwd,152,سَاق,ساق,sāq,"leg, shin",پنڈلی,NOUN,FEMININE,سِيقَان,س و ق,body,4,3,images/words/cmq6hkx6a006o145kcy024uwd.jpg,152-s-q.jpg
cmq6hkx6a006p145kjhbtnain,153,جِلْد,جلد,jild,"skin, leather",جلد، چمڑا,NOUN,MASCULINE,جُلُود,ج ل د,body,4,6,images/words/cmq6hkx6a006p145kjhbtnain.jpg,153-jild.jpg
cmq6hkx6a006q145kayg49j7b,154,دَم,دم,dam,blood,خون,NOUN,MASCULINE,دِمَاء,د م و,body,3,10,images/words/cmq6hkx6a006q145kayg49j7b.jpg,154-dam.jpg
cmq6hkx6a006r145kkj00pri5,155,عَظْم,عظم,'aẓm,bone,ہڈی,NOUN,MASCULINE,عِظَام,ع ظ م,body,4,16,images/words/cmq6hkx6a006r145kkj00pri5.jpg,155-a-m.jpg
cmq6hkx6a006s145kwjr07rnv,156,نَفْس,نفس,nafs,"self, soul, breath",نفس، جان، آپ,NOUN,FEMININE,أَنْفُس,ن ف س,body|quranic,2,295,images/words/cmq6hkx6a006s145kwjr07rnv.jpg,156-nafs.jpg
cmq6hkx6a006t145kdn9wjix9,157,رُوح,روح,rūḥ,"spirit, soul",روح,NOUN,MASCULINE,أَرْوَاح,ر و ح,body|quranic,5,24,images/words/cmq6hkx6a006t145kdn9wjix9.jpg,157-r.jpg
cmq6hkx6a006u145k2xyoc5m2,158,لَحْم,لحم,laḥm,"flesh, meat",گوشت,NOUN,MASCULINE,لُحُوم,ل ح م,body|food,3,9,images/words/cmq6hkx6a006u145k2xyoc5m2.jpg,158-la-m.jpg
cmq6hkx6a006v145knxmvqm9m,159,عَقْل,عقل,'aql,"mind, intellect, reason",عقل، دماغ,NOUN,MASCULINE,عُقُول,ع ق ل,body,3,0,images/words/cmq6hkx6a006v145knxmvqm9m.jpg,159-aql.jpg
cmq6hkx6a006w145k9axyjqnv,160,جِسْم,جسم,jism,body,جسم,NOUN,MASCULINE,أَجْسَام,ج س م,body,2,2,images/words/cmq6hkx6a006w145k9axyjqnv.jpg,160-jism.jpg
cmq6hkx6a006x145ka9j9ygzx,161,جَبِين,جبين,jabīn,forehead,پیشانی,NOUN,MASCULINE,أَجْبِنَة,ج ب ن,body,4,1,images/words/cmq6hkx6a006x145ka9j9ygzx.jpg,161-jab-n.jpg
cmq6hkx6a006y145ki9ivaf4y,162,خَدّ,خد,khadd,cheek,گال,NOUN,MASCULINE,خُدُود,خ د د,body,4,2,images/words/cmq6hkx6a006y145ki9ivaf4y.jpg,162-khadd.jpg
cmq6hkx6a006z145kmvtfdri4,163,يَمِين,يمين,yamīn,"right hand, oath",دائیں ہاتھ، قسم,NOUN,FEMININE,أَيْمَان,ي م ن,body|quranic,3,72,images/words/cmq6hkx6a006z145kmvtfdri4.jpg,163-yam-n.jpg
cmq6hkx6a0070145k8ny6wh7d,164,كَبِد,كبد,kabid,liver,جگر,NOUN,FEMININE,أَكْبَاد,ك ب د,body,5,2,images/words/cmq6hkx6a0070145k8ny6wh7d.jpg,164-kabid.jpg
cmq6hkx6a0071145kbtdmvmps,165,حَلْق,حلق,ḥalq,"throat, gullet",گلا، حلق,NOUN,MASCULINE,حُلُوق,ح ل ق,body,5,2,images/words/cmq6hkx6a0071145kbtdmvmps.jpg,165-alq.jpg
cmq6hkx6a0072145kj346u7dl,166,نَافِذَة,نافذة,nāfidha,window,کھڑکی,NOUN,FEMININE,نَوَافِذ,ن ف ذ,home,3,0,images/words/cmq6hkx6a0072145kj346u7dl.jpg,166-n-fidha.jpg
cmq6hkx6a0073145k8z16ip16,167,سَقْف,سقف,saqf,"ceiling, roof",چھت,NOUN,MASCULINE,سُقُوف,س ق ف,home,3,3,images/words/cmq6hkx6a0073145k8z16ip16.jpg,167-saqf.jpg
cmq6hkx6a0074145kj4ugu11d,168,جِدَار,جدار,jidār,wall,دیوار,NOUN,MASCULINE,جُدُر,ج د ر,home,3,4,images/words/cmq6hkx6a0074145kj4ugu11d.jpg,168-jid-r.jpg
cmq6hkx6a0075145ko47ku7cc,169,سِلَّم,سلم,sullam,"staircase, ladder",سیڑھی,NOUN,MASCULINE,سَلَالِم,س ل م,home,4,1,images/words/cmq6hkx6a0075145ko47ku7cc.jpg,169-sullam.jpg
cmq6hkx6a0076145k8td4edbb,170,مِفْتَاح,مفتاح,miftāḥ,key,چابی,NOUN,MASCULINE,مَفَاتِيح,ف ت ح,home,3,2,images/words/cmq6hkx6a0076145k8td4edbb.jpg,170-mift.jpg
cmq6hkx6a0077145kt2fc6vag,171,سَرِير,سرير,sarīr,"bed, throne",بستر,NOUN,MASCULINE,سُرُر,س ر ر,home,3,9,images/words/cmq6hkx6a0077145kt2fc6vag.jpg,171-sar-r.jpg
cmq6hkx6a0078145khfyt3e1s,172,وِسَادَة,وسادة,wisāda,"pillow, cushion",تکیہ,NOUN,FEMININE,وَسَائِد,و س د,home,3,0,images/words/cmq6hkx6a0078145khfyt3e1s.jpg,172-wis-da.jpg
cmq6hkx6a0079145k02xr0tvv,173,بِسَاط,بساط,bisāṭ,"carpet, spread",قالین، دری,NOUN,MASCULINE,بُسُط,ب س ط,home,3,1,images/words/cmq6hkx6a0079145k02xr0tvv.jpg,173-bis.jpg
cmq6hkx6a007a145k34u93ime,174,مِصْبَاح,مصباح,miṣbāḥ,"lamp, light",چراغ، لیمپ,NOUN,MASCULINE,مَصَابِيح,ص ب ح,home,3,4,images/words/cmq6hkx6a007a145k34u93ime.jpg,174-mi-b.jpg
cmq6hkx6a007b145kdwzllb10,175,طَاوِلَة,طاولة,ṭāwila,table,میز,NOUN,FEMININE,طَاوِلَات,ط و ل,home,2,0,images/words/cmq6hkx6a007b145kdwzllb10.jpg,175-wila.jpg
cmq6hkx6a007c145ki01vtt9e,176,مَطْبَخ,مطبخ,maṭbakh,kitchen,باورچی خانہ,NOUN,MASCULINE,مَطَابِخ,ط ب خ,home,3,0,images/words/cmq6hkx6a007c145ki01vtt9e.jpg,176-ma-bakh.jpg
cmq6hkx6a007d145kju50d60m,177,حَمَّام,حمام,ḥammām,"bathroom, bath",غسل خانہ,NOUN,MASCULINE,حَمَّامَات,ح م م,home,3,0,images/words/cmq6hkx6a007d145kju50d60m.jpg,177-amm-m.jpg
cmq6hkx6a007e145km8ilplas,178,حَدِيقَة,حديقة,ḥadīqa,garden,باغ,NOUN,FEMININE,حَدَائِق,ح د ق,home|nature,3,6,images/words/cmq6hkx6a007e145km8ilplas.jpg,178-ad-qa.jpg
cmq6hkx6a007f145ku5z447fz,179,خِزَانَة,خزانة,khizāna,"wardrobe, cupboard, treasury",الماری، خزانہ,NOUN,FEMININE,خَزَائِن,خ ز ن,home,4,9,images/words/cmq6hkx6a007f145ku5z447fz.jpg,179-khiz-na.jpg
cmq6hkx6a007g145k1j703sfi,180,مِرْآة,مرآة,mir'āh,mirror,آئینہ,NOUN,FEMININE,مَرَايَا,ر أ ي,home,4,0,images/words/cmq6hkx6a007g145k1j703sfi.jpg,180-mir-h.jpg
cmq6hkx6a007h145klpngkoev,181,كُوب,كوب,kūb,"cup, glass",کپ، گلاس,NOUN,MASCULINE,أَكْوَاب,ك و ب,home,3,4,images/words/cmq6hkx6a007h145klpngkoev.jpg,181-k-b.jpg
cmq6hkx6a007i145kf21cyjmq,182,طَبَق,طبق,ṭabaq,"plate, dish, layer",طشتری، پرت,NOUN,MASCULINE,أَطْبَاق,ط ب ق,home,3,3,images/words/cmq6hkx6a007i145kf21cyjmq.jpg,182-abaq.jpg
cmq6hkx6a007j145kyzksk7ce,183,فِرَاش,فراش,firāsh,"bed, bedding, mattress",بچھونا، بستر,NOUN,MASCULINE,فُرُش,ف ر ش,home,3,4,images/words/cmq6hkx6a007j145kyzksk7ce.jpg,183-fir-sh.jpg
cmq6hkx6a007k145kd1awmhdz,184,مَنْزِل,منزل,manzil,"dwelling, house, stopping place",منزل، گھر,NOUN,MASCULINE,مَنَازِل,ن ز ل,home|travel,2,5,images/words/cmq6hkx6a007k145kd1awmhdz.jpg,184-manzil.jpg
cmq6hkx6a007l145kf2zsvbqj,185,خَيْمَة,خيمة,khayma,tent,خیمہ,NOUN,FEMININE,خِيَام,خ ي م,home|travel,4,1,images/words/cmq6hkx6a007l145kf2zsvbqj.jpg,185-khayma.jpg
cmq6hkx6a007m145kuzpmi4xc,186,مَزْرَعَة,مزرعة,mazra'a,"farm, field",کھیت، فارم,NOUN,FEMININE,مَزَارِع,ز ر ع,home|nature,5,0,images/words/cmq6hkx6a007m145kuzpmi4xc.jpg,186-mazra-a.jpg
cmq6hkx6a007n145k826gbdax,187,قَصْر,قصر,qaṣr,"palace, castle",محل,NOUN,MASCULINE,قُصُور,ق ص ر,home,5,5,images/words/cmq6hkx6a007n145k826gbdax.jpg,187-qa-r.jpg
cmq6hkx6a007o145k9uya0my5,188,ضَوْء,ضوء,ḍaw',"light, brightness",روشنی,NOUN,MASCULINE,أَضْوَاء,ض و أ,home|nature,2,7,images/words/cmq6hkx6a007o145k9uya0my5.jpg,188-aw.jpg
cmq6hkx6a007p145kz60bmzq6,189,صُنْدُوق,صندوق,ṣundūq,"box, chest",صندوق,NOUN,MASCULINE,صَنَادِيق,ص ن د ق,home,4,2,images/words/cmq6hkx6a007p145kz60bmzq6.jpg,189-und-q.jpg
cmq6hkx6a007q145k915riup1,190,سَتَارَة,ستارة,satāra,"curtain, screen",پردہ,NOUN,FEMININE,سَتَائِر,س ت ر,home,4,0,images/words/cmq6hkx6a007q145k915riup1.jpg,190-sat-ra.jpg
cmq6hkx6a007r145kpxex64l8,191,أَرُزّ,ارز,aruzz,rice,چاول,NOUN,MASCULINE,,أ ر ز,food,3,0,images/words/cmq6hkx6a007r145kpxex64l8.jpg,191-aruzz.jpg
cmq6hkx6a007s145koap7w7li,192,سَمَك,سمك,samak,fish,مچھلی,NOUN,MASCULINE,أَسْمَاك,س م ك,food|nature,3,2,images/words/cmq6hkx6a007s145koap7w7li.jpg,192-samak.jpg
cmq6hkx6a007t145kceyt5qw2,193,بَيْض,بيض,bayḍ,eggs,انڈا، انڈے,NOUN,MASCULINE,,ب ي ض,food,3,1,images/words/cmq6hkx6a007t145kceyt5qw2.jpg,193-bay.jpg
cmq6hkx6a007u145k7wxp27em,194,زَيْت,زيت,zayt,"oil, olive oil",تیل، زیتون کا تیل,NOUN,MASCULINE,زُيُوت,ز ي ت,food,3,3,images/words/cmq6hkx6a007u145k7wxp27em.jpg,194-zayt.jpg
cmq6hkx6a007v145kolmqj2dp,195,عَسَل,عسل,'asal,honey,شہد,NOUN,MASCULINE,,ع س ل,food,3,2,images/words/cmq6hkx6a007v145kolmqj2dp.jpg,195-asal.jpg
cmq6hkx6a007w145k4m5xh1ff,196,فَاكِهَة,فاكهة,fākiha,fruit,پھل,NOUN,FEMININE,فَوَاكِه,ف ك ه,food,3,11,images/words/cmq6hkx6a007w145k4m5xh1ff.jpg,196-f-kiha.jpg
cmq6hkx6a007x145kgu3prebq,197,خُضَار,خضار,khuḍār,"vegetables, greens",سبزی,NOUN,MASCULINE,,خ ض ر,food,3,0,images/words/cmq6hkx6a007x145kgu3prebq.jpg,197-khu-r.jpg
cmq6hkx6a007y145ky46fpsck,198,مِلْح,ملح,milḥ,salt,نمک,NOUN,MASCULINE,,م ل ح,food,4,1,images/words/cmq6hkx6a007y145ky46fpsck.jpg,198-mil.jpg
cmq6hkx6a007z145kukvlyljb,199,سُكَّر,سكر,sukkar,sugar,چینی,NOUN,MASCULINE,,س ك ر,food,4,0,images/words/cmq6hkx6a007z145kukvlyljb.jpg,199-sukkar.jpg
cmq6hkx6a0080145k38bdosyx,200,قَهْوَة,قهوة,qahwa,coffee,قہوہ، کافی,NOUN,FEMININE,,ق ه و,food,4,0,images/words/cmq6hkx6a0080145k38bdosyx.jpg,200-qahwa.jpg
cmq6hkx6a0081145k0c3m15xl,201,شَاي,شاي,shāy,tea,چائے,NOUN,MASCULINE,,,food,4,0,images/words/cmq6hkx6a0081145k0c3m15xl.jpg,201-sh-y.jpg
cmq6hkx6a0082145k1q5i9n6e,202,عِنَب,عنب,'inab,grapes,انگور,NOUN,MASCULINE,أَعْنَاب,ع ن ب,food|nature,3,11,images/words/cmq6hkx6a0082145k1q5i9n6e.jpg,202-inab.jpg
cmq6hkx6a0083145k9ftq01m7,203,زَيْتُون,زيتون,zaytūn,olive,زیتون,NOUN,MASCULINE,,ز ي ت,food|nature,3,7,images/words/cmq6hkx6a0083145k9ftq01m7.jpg,203-zayt-n.jpg
cmq6hkx6a0084145k7owc3tox,204,رُمَّان,رمان,rummān,pomegranate,انار,NOUN,MASCULINE,,ر م ن,food|nature,4,3,images/words/cmq6hkx6a0084145k7owc3tox.jpg,204-rumm-n.jpg
cmq6hkx6a0085145kw65ndpx6,205,قَمْح,قمح,qamḥ,wheat,گیہوں,NOUN,MASCULINE,,ق م ح,food,4,1,images/words/cmq6hkx6a0085145kw65ndpx6.jpg,205-qam.jpg
cmq6hkx6a0086145kdknn87xq,206,شَعِير,شعير,sha'īr,barley,جو,NOUN,MASCULINE,,ش ع ر,food,4,1,images/words/cmq6hkx6a0086145kdknn87xq.jpg,206-sha-r.jpg
cmq6hkx6a0087145k1qqez5vc,207,حَلِيب,حليب,ḥalīb,fresh milk,تازہ دودھ,NOUN,MASCULINE,,ح ل ب,food,3,0,images/words/cmq6hkx6a0087145k1qqez5vc.jpg,207-al-b.jpg
cmq6hkx6a0088145k2dt0agys,208,تِين,تين,tīn,fig,انجیر,NOUN,MASCULINE,,ت ي ن,food|nature,4,2,images/words/cmq6hkx6a0088145k2dt0agys.jpg,208-t-n.jpg
cmq6hkx6a0089145kjx8mtn7d,209,لَحْمُ الْخِنْزِير,لحم الخنزير,laḥm al-khinzīr,pork (forbidden),خنزیر کا گوشت (حرام),NOUN,MASCULINE,,خ ن ز,food,5,4,images/words/cmq6hkx6a0089145kjx8mtn7d.jpg,209-la-m-al-khinz-r.jpg
cmq6hkx6a008a145k1fgb90n6,210,نَخْل,نخل,nakhl,"palm tree, dates",کھجور کا درخت,NOUN,MASCULINE,نَخِيل,ن خ ل,food|nature,3,20,images/words/cmq6hkx6a008a145k1fgb90n6.jpg,210-nakhl.jpg
cmq6hkx6a008b145kznmpu6xl,211,نَهَار,نهار,nahār,daytime,دن کا وقت,NOUN,MASCULINE,,ن ه ر,time,2,57,images/words/cmq6hkx6a008b145kznmpu6xl.jpg,211-nah-r.jpg
cmq6hkx6a008c145kityxo0tj,212,صَبَاح,صباح,ṣabāḥ,morning,صبح,NOUN,MASCULINE,,ص ب ح,time,2,8,images/words/cmq6hkx6a008c145kityxo0tj.jpg,212-ab.jpg
cmq6hkx6a008d145k8eebvqz8,213,مَسَاء,مساء,masā',"evening, dusk",شام,NOUN,MASCULINE,,م س و,time,2,4,images/words/cmq6hkx6a008d145k8eebvqz8.jpg,213-mas.jpg
cmq6hkx6a008e145kxxt4l7mp,214,فَجْر,فجر,fajr,"dawn, daybreak",فجر، صبح صادق,NOUN,MASCULINE,,ف ج ر,time|worship,2,6,images/words/cmq6hkx6a008e145kxxt4l7mp.jpg,214-fajr.jpg
cmq6hkx6a008f145klu9xqf74,215,ظُهْر,ظهر,ẓuhr,"noon, midday",ظہر، دوپہر,NOUN,MASCULINE,,ظ ه ر,time|worship,2,0,images/words/cmq6hkx6a008f145klu9xqf74.jpg,215-uhr.jpg
cmq6hkx6a008g145kmyg88o4w,216,عَصْر,عصر,'aṣr,"afternoon, era",عصر، زمانہ,NOUN,MASCULINE,عُصُور,ع ص ر,time|worship,2,2,images/words/cmq6hkx6a008g145kmyg88o4w.jpg,216-a-r.jpg
cmq6hkx6a008h145kj802krny,217,مَغْرِب,مغرب,maghrib,"sunset, west",مغرب، غروب,NOUN,MASCULINE,,غ ر ب,time|worship|nature,2,4,images/words/cmq6hkx6a008h145kj802krny.jpg,217-maghrib.jpg
cmq6hkx6a008i145kt73lrf4w,218,عِشَاء,عشاء,'ishā',"night, isha prayer time",عشاء,NOUN,MASCULINE,,ع ش و,time|worship,2,3,images/words/cmq6hkx6a008i145kt73lrf4w.jpg,218-ish.jpg
cmq6hkx6a008j145kkd3cysgn,219,أَمْس,امس,ams,yesterday,کل (گزرا ہوا),ADVERB,,,أ م س,time,3,1,images/words/cmq6hkx6a008j145kkd3cysgn.jpg,219-ams.jpg
cmq6hkx6a008k145kmg6fu1hs,220,غَدًا,غدا,ghadan,tomorrow,کل (آنے والا),ADVERB,,,غ د و,time,3,5,images/words/cmq6hkx6a008k145kmg6fu1hs.jpg,220-ghadan.jpg
cmq6hkx6a008l145kkdryb0sm,221,أُسْبُوع,اسبوع,usbū',week,ہفتہ,NOUN,MASCULINE,أَسَابِيع,س ب ع,time,3,0,images/words/cmq6hkx6a008l145kkdryb0sm.jpg,221-usb.jpg
cmq6hkx6a008m145k02yic3kb,222,شَهْر,شهر,shahr,month,مہینہ,NOUN,MASCULINE,أَشْهُر,ش ه ر,time,2,12,images/words/cmq6hkx6a008m145k02yic3kb.jpg,222-shahr.jpg
cmq6hkx6a008n145k900op768,223,الْآن,الان,al-ān,now,ابھی، اس وقت,ADVERB,,,أ ي ن,time,2,13,images/words/cmq6hkx6a008n145k900op768.jpg,223-al-n.jpg
cmq6hkx6a008o145kyunjo3ae,224,أَجَل,اجل,ajal,"appointed time, term",موعد، اجل,NOUN,MASCULINE,آجَال,أ ج ل,time|quranic,4,55,images/words/cmq6hkx6a008o145kyunjo3ae.jpg,224-ajal.jpg
cmq6hkx6a008p145k5y3kz7pn,225,لَحْظَة,لحظة,laḥẓa,"moment, instant",لمحہ، پل,NOUN,FEMININE,لَحَظَات,ل ح ظ,time,4,0,images/words/cmq6hkx6a008p145k5y3kz7pn.jpg,225-la-a.jpg
cmq6hkx6a008q145kedlblzgn,226,دَهْر,دهر,dahr,"time, age, eternity",زمانہ، دہر,NOUN,MASCULINE,,د ه ر,time|quranic,5,1,images/words/cmq6hkx6a008q145kedlblzgn.jpg,226-dahr.jpg
cmq6hkx6a008r145kxkhh8xf4,227,حِين,حين,ḥīn,"time, while, when",وقت، جب,NOUN,MASCULINE,أَحْيَان,ح ي ن,time,3,82,images/words/cmq6hkx6a008r145kxkhh8xf4.jpg,227-n.jpg
cmq6hkx6a008s145kmg0hggpz,228,قَبْل,قبل,qabl,before,پہلے,ADVERB,,,ق ب ل,time,2,124,images/words/cmq6hkx6a008s145kmg0hggpz.jpg,228-qabl.jpg
cmq6hkx6a008t145kofjaw6wl,229,بَعْد,بعد,ba'd,"after, then",بعد میں، پھر,ADVERB,,,ب ع د,time,2,170,images/words/cmq6hkx6a008t145kofjaw6wl.jpg,229-ba-d.jpg
cmq6hkx6a008u145klcvud545,230,أَبَدًا,ابدا,abadan,"forever, never (with negation)",ہمیشہ، کبھی نہیں,ADVERB,,,أ ب د,time|quranic,3,28,images/words/cmq6hkx6a008u145klcvud545.jpg,230-abadan.jpg
cmq6hkx6a008v145k3256jp68,231,دَائِمًا,دائما,dā'iman,"always, constantly",ہمیشہ,ADVERB,,,د و م,time,3,0,images/words/cmq6hkx6a008v145k3256jp68.jpg,231-d-iman.jpg
