scope,isInVocabularyWord,vocabId,vocabSortOrder,arPlain,arabic,transliteration,translationEn,translationUr,discoverType,discoverMentionCount,firstFixture,discoverImageUrl,vocabImageUrl,recommendedImageTarget
discover_card_only,no,,,البنت التي تلعب في الحديقة,الْبِنْتُ الَّتِي تَلْعَبُ فِي الْحَديقَةِ,al-bintu al-latee tal'abu fee al-hadeeqati,the girl who plays in the garden,وہ لڑکی جو باغ میں کھیلتی ہے,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-18-lesson-05.json,,,images/discover/البنت-التي-تلعب-في-الحديقة.jpg
discover_card_only,no,,,المدرسة التي في المدينة كبيرة,الْمَدْرَسَةُ الَّتِي فِي الْبَلَدِ كَبِيرَةٌ,al-madrasatu al-latee fee al-madiinati kabiiratun,the school that is big in the city,وہ اسکول جو شہر میں بڑا ہے,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-18-lesson-05.json,,,images/discover/المدرسة-التي-في-المدينة-كبيرة.jpg
discover_card_only,no,,,المرأة التي تصنع الطعام,الْمَرْأَةُ الَّتِي تَصْنَعُ الطَّعَامَ,al-mar'atu al-latee tasna'u at-ta'aama,the woman who makes food,وہ عورت جو کھانا بناتی ہے,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-18-lesson-05.json,,,images/discover/المراة-التي-تصنع-الطعام.jpg
discover_card_only,no,,,حديقة التي جميلة,حَديقَةٌ الَّتِي جَمِيلَةٌ,hadeeqatun al-latee jamiilatun,a garden that is beautiful,ایک باغ جو خوبصورت ہے,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-18-lesson-05.json,,,images/discover/حديقة-التي-جميلة.jpg
discover_card_only,no,,,الخناس الذي يختفي,الْخَنَّاسُ الَّذِي يَخْتَفِي,al-khannaasu al-lazee yakhtafee,the one who withdraws (the retreatant),وہ جو پیچھے ہٹ جاتا ہے,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-18-lesson-06.json,,,images/discover/الخناس-الذي-يختفي.jpg
discover_card_only,no,,,الوسواس الذي يسرق,الْوَسْوَاسُ الَّذِي يَسْرِقُ,al-waswaasu al-lazee yasriqu,the whisperer who steals,وہمزہ جو چوری کرتا ہے,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-18-lesson-06.json,,,images/discover/الوسواس-الذي-يسرق.jpg
discover_card_only,no,,,قل أعوذ برب الناس ملك الناس إله الناس من شر الوسواس الخناس الذي يوسوس في صدور الناس,قُلْ أَعُوذُ بِرَبِّ النَّاسِ، مَلِكِ النَّاسِ، إِلَٰهِ النَّاسِ، مِنْ شَرِّ الْوَسْوَاسِ الْخَنَّاسِ، الَّذِي يُوَسْوِسُ فِي صُدُورِ النَّاسِ,"qul a'udhu bi-rabbin-naas, malikin-naas, ilaahin-naas, min sharril-waswaasil-khannaas, al-lazee yuwawwisu fee suduurin-naas","Say, I seek refuge in the Lord of mankind, the King of mankind, the God of mankind, from the evil of the whisperer who withdraws — the one who whispers into the breasts of mankind.",کہہ دیجیے: میں انسانوں کے رب کی پناہ چاہتا ہوں، انسانوں کا بادشاہ، انسانوں کا معبود، وہمزے کے برے سے جو پیچھے ہٹ جاتا ہے — وہ جو لوگوں کے سینوں میں وہم ڈالتا ہے۔,AYAH_PREVIEW,1,warsh-backend/prisma/fixtures/chapter-18-lesson-06.json,,,images/discover/قل-اعوذ-برب-الناس-ملك-الناس-اله-الناس-من-شر-الوسواس-الخناس-الذي-يوسوس-في-صدور-الناس.jpg
discover_card_only,no,,,اسمي,اِسْمِي,ismi,my name,مرا نام,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-19-lesson-01.json,,,images/discover/اسمي.jpg
discover_card_only,no,,,بيتي,بَيْتِي,bayti,my house,میرا گھر,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-19-lesson-01.json,,,images/discover/بيتي.jpg
discover_card_only,no,,,اسمك / اسمك,اِسْمُكَ / اِسْمُكِ,ismuka / ismuki,your name (m/f),تمہارا نام / تمہاری نام,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-19-lesson-02.json,,,images/discover/اسمك-/-اسمك.jpg
discover_card_only,no,,,بيتها,بَيْتُهَا,baytuhaa,her house,اس کا گھر (عورت),EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-19-lesson-03.json,,,images/discover/بيتها.jpg
discover_card_only,no,,,ربه,رَبُّهُ,rabbuhu,his Lord,اس کا رب,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-19-lesson-03.json,,,images/discover/ربه.jpg
discover_card_only,no,,,كتاباه,كِتَابُهُ,kitaabuhu,his book,اس کی کتاب,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-19-lesson-03.json,,,images/discover/كتاباه.jpg
discover_card_only,no,,,كتابها,كِتَابُهَا,kitaabuhaa,her book,اس کی کتاب (عورت),EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-19-lesson-03.json,,,images/discover/كتابها.jpg
discover_card_only,no,,,اسمي - اسمك - اسمك - اسمه - اسمها,اِسْمِي - اِسْمُكَ - اِسْمُكِ - اِسْمُهُ - اِسْمُهَا,ismi - ismuka - ismuki - ismuhu - ismuhi,my name - your name (m) - your name (f) - his name - her name,میرا نام - تمہارا نام - تمہاری نام - اس کا نام - اس کا نام (عورت),EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-19-lesson-04.json,,,images/discover/اسمي---اسمك---اسمك---اسمه---اسمها.jpg
discover_card_only,no,,,بيتي - بيتك - بيتك - بيته - بيتها,بَيْتِي - بَيْتُكَ - بَيْتُكِ - بَيْتُهُ - بَيْتُهَا,bayti - baytuka - baytuki - baytuhu - baytuhaa,my house - your house (m) - your house (f) - his house - her house,میرا گھر - تمہارا گھر - تمہارا گھر (مؤنث) - اس کا گھر - اس کا گھر (عورت),EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-19-lesson-04.json,,,images/discover/بيتي---بيتك---بيتك---بيته---بيتها.jpg
discover_card_only,no,,,ربي - ربك - ربك - ربه - ربه,رَبِّي - رَبُّكَ - رَبُّكِ - رَبُّهُ - رَبُّهَا,rabbi - rabbuka - rabbuki - rabbuhu - rabbuhaa,my Lord - your Lord (m) - your Lord (f) - his Lord - her Lord,میرا رب - تمہارا رب - تمہاری رب - اس کا رب - اس کی رب,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-19-lesson-04.json,,,images/discover/ربي---ربك---ربك---ربه---ربه.jpg
discover_card_only,no,,,كتابي - كتابك - كتابك - كتابه - كتابها,كِتَابِي - كِتَابُكَ - كِتَابُكِ - كِتَابُهُ - كِتَابُهَا,kitaabi - kitaabuka - kitaabuki - kitaabuhu - kitaabuhaa,my book - your book (m) - your book (f) - his book - her book,میری کتاب - تمہاری کتاب (مذکر) - تمہاری کتاب (مؤنث) - اس کی کتاب - اس کی کتاب (عورت),EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-19-lesson-04.json,,,images/discover/كتابي---كتابك---كتابك---كتابه---كتابها.jpg
discover_card_only,no,,,أنفسكم,أَنْفُسُكُمْ,anfusukum,your selves (plural),تمہاری جیز (جمع),EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-19-lesson-05.json,,,images/discover/انفسكم.jpg
discover_card_only,no,,,أنفسنا,أَنْفُسُنَا,anfusunaa,our selves,ہماری جیز,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-19-lesson-05.json,,,images/discover/انفسنا.jpg
discover_card_only,no,,,أنفسهم,أَنْفُسُهُمْ,anfusuhum,their selves,ان کی جیز,EXAMPLE,2,warsh-backend/prisma/fixtures/chapter-19-lesson-05.json,,,images/discover/انفسهم.jpg
discover_card_only,no,,,كتابهم,كِتَابُهُمْ,kitaabuhum,their book,ان کی کتاب,EXAMPLE,2,warsh-backend/prisma/fixtures/chapter-19-lesson-05.json,,,images/discover/كتابهم.jpg
discover_card_only,no,,,اذا وقب,إِذَا وَقَبَ,izaa waqab,when he sinks,جب وہ ڈوبے,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-19-lesson-06.json,,,images/discover/اذا-وقب.jpg
discover_card_only,no,,,رب الفلق,رَبِّ الْفَلَقِ,rabbi al-falaq,Lord of the daybreak (my Lord of the daybreak),صبح کا رب (میرا صبح کا رب),EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-19-lesson-06.json,,,images/discover/رب-الفلق.jpg
discover_card_only,no,,,ربنا,رَبَّنَا,rabbanaa,Our Lord,ہمارا رب,EXAMPLE,2,warsh-backend/prisma/fixtures/chapter-19-lesson-06.json,,,images/discover/ربنا.jpg
discover_card_only,no,,,من شر ما خلق,مِنْ شَرِّ مَا خَلَقَ,min sharri maa khalaq,from the evil of what He created,اس نے جو پیدا کیا اس کے شر سے,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-19-lesson-06.json,,,images/discover/من-شر-ما-خلق.jpg
discover_card_only,no,,,ومن شر غراقي اذا وقب,وَمِنْ شَرِّ غَرَاقِي إِذَا وَقَبَ,wa-min sharri ghaariqi izaa waqab,and from the evil of the drowned when he sinks,اور ڈوبنے والے کے شر سے جب وہ ڈوبے,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-19-lesson-06.json,,,images/discover/ومن-شر-غراقي-اذا-وقب.jpg
discover_card_only,no,,,ربنا · كتابنا · بيتنا · أنفسنا · سرنا · جنتنا · نقمتنا · حافظنا · رحمتنا · عهدنا · علمنا · أمرنا,رَبَّنَا · كِتَابُنَا · بَيْتُنَا · أَنْفُسُنَا · سِرُّنَا · جَنَّتِنَا · نِقْمَتِنَا · حَافِظُنَا · رَحْمَتِنَا · عَهْدُنَا · عِلْمُنَا · أَمْرُنَا,—,our Lord · our book · our house · our selves · our secret · our paradise · our punishment · our preserver · our mercy · our covenant · our knowledge · our affair,ہمارا رب · ہماری کتاب · ہمارا گھر · ہماری ذات · ہمارا راز · ہماری جنت · ہمارا عذاب · ہمارا محافظ · ہماری رحمت · ہمارا عہد · ہمارا علم · ہمارا معاملہ,WORD,1,warsh-backend/prisma/fixtures/chapter-20-lesson-01.json,,,images/discover/ربنا-·-كتابنا-·-بيتنا-·-انفسنا-·-سرنا-·-جنتنا-·-نقمتنا-·-حافظنا-·-رحمتنا-·-عهدنا-·-علمنا-·-امرنا.jpg
discover_card_only,no,,,كتابنا,كِتَابُنَا,kitaabunaa,our book,ہماری کتاب,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-20-lesson-01.json,,,images/discover/كتابنا.jpg
discover_card_only,no,,,بيتكم,بَيْتُكُمْ,baytukum,your house (pl.),تمہارا گھر,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-20-lesson-02.json,,,images/discover/بيتكم.jpg
discover_card_only,no,,,ربكم,رَبَّكُمْ,rabbukum,your Lord (pl.),تمہارے رب,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-20-lesson-02.json,,,images/discover/ربكم.jpg
discover_card_only,no,,,ربكم · كتابكم · بيتكم · أنفسكم · أمهاتكم · آباؤكم · دينكم · ذريتكم · أهلكم · مالكم,رَبَّكُمْ · كِتَابُكُمْ · بَيْتُكُمْ · أَنْفُسُكُمْ · أُمَّهَاتُكُمْ · آبَاؤُكُمْ · دِينُكُمْ · ذُرِّيَّتُكُمْ · أَهْلُكُمْ · مَالُكُمْ,—,your Lord (pl.) · your book (pl.) · your house (pl.) · your selves (pl.) · your mothers (pl.) · your fathers (pl.) · your religion (pl.) · your offspring (pl.) · your family (pl.) · your wealth (pl.),آپ کا رب (pl.) · آپ کی کتاب (pl.) · آپ کا گھر (pl.) · آپ کے نفس (pl.) · آپ کی مائیں (pl.) · آپ کے باپ (pl.) · آپ کا مذہب (pl.) · آپ کی اولاد (pl.) · آپ کا خاندان (pl.) · آپ کا مال (pl.),WORD,1,warsh-backend/prisma/fixtures/chapter-20-lesson-02.json,,,images/discover/ربكم-·-كتابكم-·-بيتكم-·-انفسكم-·-امهاتكم-·-اباؤكم-·-دينكم-·-ذريتكم-·-اهلكم-·-مالكم.jpg
discover_card_only,no,,,كتابكم,كِتَابُكُمْ,kitaabukum,your book (pl.),تمہاری کتاب,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-20-lesson-02.json,,,images/discover/كتابكم.jpg
discover_card_only,no,,,بيتهن,بَيْتُهُنَّ,baytuhunna,their (fem.) house,ان کا گھر,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-20-lesson-03.json,,,images/discover/بيتهن.jpg
discover_card_only,no,,,كتابهم · كتابهن · بيتهم · بيتهن · أنفسهم · أنفسهن · آباؤهم · أماتهن · دينهم · شريعتهم · سبيلهم · علمهم,كِتَابُهُمْ · كِتَابُهُنَّ · بَيْتُهُمْ · بَيْتُهُنَّ · أَنْفُسُهُمْ · أَنْفُسُهُنَّ · آبَاؤُهُمْ · أُمَّاتُهُنَّ · دِينُهُمْ · شَرِيعَتُهُمْ · سَبِيلُهُمْ · عِلْمُهُمْ,—,their (masc.) book · their (fem.) book · their (masc.) house · their (fem.) house · their (masc.) selves · their (fem.) selves · their (masc.) fathers · their (fem.) mothers · their (masc.) religion · their (masc.) law · their (masc.) way · their (masc.) knowledge,ان کی (masc.) کتاب · ان کی (masc.) کتاب · ان کا (masc.) گھر · ان کا (masc.) گھر · ان (masc.) خود · ان (fem.) خود · ان کے (masc.) باپ · ان (fem.) ماں · ان کا (masc.) مذہب · ان کا (masc.) قانون · ان کا (masc.) طریقہ · علم,WORD,1,warsh-backend/prisma/fixtures/chapter-20-lesson-03.json,,,images/discover/كتابهم-·-كتابهن-·-بيتهم-·-بيتهن-·-انفسهم-·-انفسهن-·-اباؤهم-·-اماتهن-·-دينهم-·-شريعتهم-·-سبيلهم-·-علمهم.jpg
discover_card_only,no,,,ربك vs ربكم,رَبَّكَ vs رَبَّكُمْ,rabbaka vs rabbukum,your Lord (sg.) vs your Lord (pl.),تمہارے رب (واحد) بمقابلہ تمہارے رب (جمع),EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-20-lesson-04.json,,,images/discover/ربك-vs-ربكم.jpg
discover_card_only,no,,,ربه vs ربههم vs ربههن,رَبَّهُ vs رَبَّهُمْ vs رَبَّهُنَّ,rabbahu vs rabbahum vs rabbahunna,his Lord vs their Lord (masc.) vs their Lord (fem.),اس کا رب بمقابلہ ان کا رب (مذکر) بمقابلہ ان کا رب (مؤنث),EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-20-lesson-04.json,,,images/discover/ربه-vs-ربههم-vs-ربههن.jpg
discover_card_only,no,,,ربي · ربنا · ربك · ربك · ربكم · ربكن · ربه · ربها · ربهم · ربهن · ربنا · إلههم,رَبِّي · رَبَّنَا · رَبَّكَ · رَبَّكِ · رَبَّكُمْ · رَبَّكُنَّ · رَبَّهُ · رَبَّهَا · رَبَّهُمْ · رَبَّهُنَّ · رَبُّنَا · إِلَهَهُمْ,—,my Lord · our Lord · your Lord (sg.) · your Lord (fem. sg.) · your Lord (pl.) · your Lord (fem. pl.) · his Lord · her Lord · their Lord (masc.) · their Lord (fem.) · our Lord (alternate form) · their god,میرا رب · ہمارا رب · آپ کا رب (sg.) · آپ کا رب (fem. sg.) · آپ کا رب (pl.) · آپ کا رب (fem. pl.) · اس کا رب · اس کا رب · ان کا رب (masc.) · ان کا رب (fem.) · ہمارا رب (متبادل شکل) · ان کا خدا,WORD,1,warsh-backend/prisma/fixtures/chapter-20-lesson-04.json,,,images/discover/ربي-·-ربنا-·-ربك-·-ربك-·-ربكم-·-ربكن-·-ربه-·-ربها-·-ربهم-·-ربهن-·-ربنا-·-الههم.jpg
discover_card_only,no,,,ربي vs ربنا,رَبِّي vs رَبَّنَا,rabbee vs rabbanaa,my Lord vs our Lord,میرا رب بمقابلہ ہمارا رب,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-20-lesson-04.json,,,images/discover/ربي-vs-ربنا.jpg
discover_card_only,no,,,ربنا · ربكم · ربهم · ربهن · العالمين · أحد · صمد · لم يلد · ولم يولد · ولم يكن له كفوا أحد · مناديا · نستعين,رَبَّنَا · رَبَّكُمْ · رَبَّهُمْ · رَبَّهُنَّ · الْعَالَمِينَ · أَحَدٌ · صَمَدٌ · لَمْ يَلِدْ · وَلَمْ يُولَدْ · وَلَمْ يَكُنْ لَهُ كُفُوًا أَحَدٌ · مُنَادِيًا · نَسْتَعِينُ,—,"our Lord · your Lord (pl.) · their Lord (masc.) · their Lord (fem.) · all worlds / all creation · One (Allah's unique essence) · eternal, absolute sustainer · He did not give birth · nor was He given birth · nor has He any equal · a caller / proclaimer · we ask for help",ہمارا رب · آپ کا رب (pl.) · ان کا رب (masc.) · ان کا رب (fem.) · تمام جہانوں / تمام مخلوقات · ایک (اللہ کا منفرد جوہر) · ابدی، مطلق قائم کرنے والا · اس نے جنم نہیں دیا · نہ اس نے جنم دیا · نہ اس کا کوئی ہمسر ہے · پکارنے والا / اعلان کرنے والا · ہم مدد مانگتے ہیں,WORD,1,warsh-backend/prisma/fixtures/chapter-20-lesson-05.json,,,images/discover/ربنا-·-ربكم-·-ربهم-·-ربهن-·-العالمين-·-احد-·-صمد-·-لم-يلد-·-ولم-يولد-·-ولم-يكن-له-كفوا-احد-·-مناديا-·-نستعين.jpg
discover_card_only,no,,,ربنا أخرجنا من هذه القرية,رَبَّنَا أَخْرِجْنَا مِنْ هَذِهِ الْقَرْيَةِ,rabbanaa akhrijnaa min haathihi al-qaryati,"Our Lord, deliver us from this city",اے ہمارے رب، ہمیں اس بستی سے نکال,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-20-lesson-05.json,,,images/discover/ربنا-اخرجنا-من-هذه-القرية.jpg
discover_card_only,no,,,ربنا إنا سمعنا مناديا,رَبَّنَا إِنَّنَا سَمِعْنَا مُنَادِيًا,rabbanaa innaa sami'naa munaadiyan,"Our Lord, we have heard a caller",اے ہمارے رب، ہم نے ایک بلانے والا سنا,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-20-lesson-05.json,,,images/discover/ربنا-انا-سمعنا-مناديا.jpg
discover_card_only,no,,,قل هو الله أحد,قُلْ هُوَ اللَّهُ أَحَدٌ,qul huwa allaahu ahad,"Say, He is Allah, One",کہہ دیجیے، وہ اللہ ہے، اکیلا,EXAMPLE,3,warsh-backend/prisma/fixtures/chapter-20-lesson-05.json,,,images/discover/قل-هو-الله-احد.jpg
discover_card_only,no,,,اشترى المسلم الطعام من السوق,اشْتَرَى الْمُسْلِمُ الطَّعَامَ مِنَ السُّوقِ,ishtaraa al-muslimu at-ta'aama mina as-suwq,The Muslim bought food from the market.,مسلمان نے بازار سے کھانا خریدا۔,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-21-lesson-01.json,,,images/discover/اشتري-المسلم-الطعام-من-السوق.jpg
discover_card_only,no,,,دخل المسلم المسجد ليصلي,دَخَلَ الْمُسْلِمُ الْمَسْجِدَ لِيُصَلِّيَ,dakhala al-muslimu al-masjida liyusalliya,The Muslim entered the mosque to pray.,مسلمان نے نماز پڑھنے کے لیے مسجد میں داخل ہوا۔,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-21-lesson-01.json,,,images/discover/دخل-المسلم-المسجد-ليصلي.jpg
discover_card_only,no,,,ذهب الرجل إلى المدينة,ذَهَبَ الرَّجُلُ إِلَى الْمَدِينَةِ,dhahaba ar-rajulu ilaa al-madiinati,The man went to the city.,آدمی شہر کو گیا۔,EXAMPLE,2,warsh-backend/prisma/fixtures/chapter-21-lesson-01.json,,,images/discover/ذهب-الرجل-الي-المدينة.jpg
discover_card_only,no,,,سكن الفلاني في قرية,سَكَنَ الْفُلَانِيُّ فِي قَرْيَةٍ,sakana al-fulaanu fii qaryatin,So-and-so lived in a village.,فسنانی ایک پنڈ میں رہتا تھا۔,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-21-lesson-01.json,,,images/discover/سكن-الفلاني-في-قرية.jpg
discover_card_only,no,,,الكتاب في البيت,الْكِتَابُ فِي الْبَيْتِ,al-kitaabu fii al-bayti,The book is in the house.,کتاب گھر میں ہے۔,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-21-lesson-02.json,,,images/discover/الكتاب-في-البيت.jpg
discover_card_only,no,,,جاء المسلم من المدرسة,جَاءَ الْمُسْلِمُ مِنَ الْمَدْرَسَةِ,jaa'a al-muslimu minal-madrasati,The Muslim came from the school.,مسلمان اسکول سے آیا۔,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-21-lesson-02.json,,,images/discover/جاء-المسلم-من-المدرسة.jpg
discover_card_only,no,,,رجع الأب من السوق إلى البيت,رَجَعَ الْأَبُ مِنَ السُّوقِ إِلَى الْبَيْتِ,raja'a al-aba minal-suwqi ilaa al-bayti,The father returned from the market to the house.,باپ بازار سے گھر واپس آیا۔,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-21-lesson-02.json,,,images/discover/رجع-الاب-من-السوق-الي-البيت.jpg
discover_card_only,no,,,خرج الولد من البيت,خَرَجَ الْوَلَدُ مِنَ الْبَيْتِ,kharaja al-waladu minal-bayti,The boy left the house.,لڑکا گھر سے نکلا۔,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-21-lesson-03.json,,,images/discover/خرج-الولد-من-البيت.jpg
discover_card_only,no,,,دخل المسلم المسجد,دَخَلَ الْمُسْلِمُ الْمَسْجِدَ,dakhala al-muslimu al-masjida,The Muslim entered the mosque.,مسلمان مسجد میں داخل ہوا۔,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-21-lesson-03.json,,,images/discover/دخل-المسلم-المسجد.jpg
discover_card_only,no,,,رجع الأب إلى القرية بعد يومين,رَجَعَ الْأَبُ إِلَى الْقَرْيَةِ بَعْدَ يَوْمَيْنِ,raja'a al-aba ilaa al-qaryati ba'da yawmayni,The father returned to the village after two days.,باپ دو دن بعد پنڈ کو واپس آیا۔,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-21-lesson-03.json,,,images/discover/رجع-الاب-الي-القرية-بعد-يومين.jpg
discover_card_only,no,,,الصورة فوق السرير,الصُّورَةُ فَوْقَ السَّرِيرِ,as-suuratu fawqa as-sariri,The picture is above the bed.,تصویر بستر کے اوپر ہے۔,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-21-lesson-04.json,,,images/discover/الصورة-فوق-السرير.jpg
discover_card_only,no,,,القمر خلف الجبال,الْقَمَرُ خَلْفَ الْجِبَالِ,al-qamaru khalfa al-jibaali,The moon is behind the mountains.,چاند پہاڑوں کے پیچھے ہے۔,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-21-lesson-04.json,,,images/discover/القمر-خلف-الجبال.jpg
discover_card_only,no,,,الكتاب أمام المكتب,الْكِتَابُ أَمَامَ الْمَكْتَبِ,al-kitaabu amaaama al-maktabi,The book is in front of the desk.,کتاب میز کے سامنے ہے۔,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-21-lesson-04.json,,,images/discover/الكتاب-امام-المكتب.jpg
discover_card_only,no,,,الكرة تحت المائدة,الْكُرَةُ تَحْتَ الْمَائِدَةِ,al-kuratu tahta al-maa'idi,The ball is under the table.,گیند میز کے نیچے ہے۔,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-21-lesson-04.json,,,images/discover/الكرة-تحت-المائدة.jpg
discover_card_only,no,,,المسجد بين المدرسة والمدينة,الْمَسْجِدُ بَيْنَ الْمَدْرَسَةِ وَالْمَدِينَةِ,al-masjidu bayna al-madrasati wal-madiinati,The mosque is between the school and the city.,مسجد اسکول اور شہر کے درمیان ہے۔,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-21-lesson-04.json,,,images/discover/المسجد-بين-المدرسة-والمدينة.jpg
discover_card_only,no,,,دخل المسلم المسجد فصلى خلف الإمام,دَخَلَ الْمُسْلِمُ الْمَسْجِدَ فَصَلَّى خَلْفَ الْإِمَامِ,dakhala al-muslimu al-masjida fasalla khalfa al-imaam,The Muslim entered the mosque and prayed behind the imam.,مسلمان مسجد میں داخل ہوا اور امام کے پیچھے نماز پڑھی۔,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-21-lesson-05.json,,,images/discover/دخل-المسلم-المسجد-فصلي-خلف-الامام.jpg
discover_card_only,no,,,ذهب الرجل إلى المدينة من القرية,ذَهَبَ الرَّجُلُ إِلَى الْمَدِينَةِ مِنَ الْقَرْيَةِ,dhahaba ar-rajulu ilaa al-madiinati minal-qaryati,The man went from the village to the city.,آدمی پنڈ سے شہر کو گیا۔,EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-21-lesson-05.json,,,images/discover/ذهب-الرجل-الي-المدينة-من-القرية.jpg
discover_card_only,no,,,قال · قالت · قالوا · كلام · حديث · نطق · سكت,قَالَ · قَالَتْ · قَالُوا · كَلَامٌ · حَدِيثٌ · نَطَقَ · سَكَتَ,—,he said · she said · they said (m) · speech / words · conversation / talk · he spoke · he was silent,اس نے کہا · اس نے کہا (مؤنث) · انہوں نے کہا (جمع مذکر) · بولی/کلام · گفتگو/حدیث · اس نے بولی · اس نے خاموشی سے کہا,WORD,1,warsh-backend/prisma/fixtures/chapter-22-lesson-01.json,,,images/discover/قال-·-قالت-·-قالوا-·-كلام-·-حديث-·-نطق-·-سكت.jpg
discover_card_only,no,,,قال الاستاذ: الكتاب على المكتب,"قَالَ الْأَسْتَاذُ: ""الْكِتَابُ عَلَى الْمَكْتَبِ""",qaala al-ustaadu: 'al-kitaabu 'alaa al-maktabi',The teacher said: 'The book is on the desk.',استاد نے کہا: 'کتاب میز پر ہے۔',EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-22-lesson-01.json,,,images/discover/قال-الاستاذ:-الكتاب-علي-المكتب.jpg
discover_card_only,no,,,قالت هند: انا طالبة,"قَالَتْ هِنْدٌ: ""أَنَا طَالِبَةٌ""",qaalati hindun: 'anaa taalibatun',Hind said: 'I am a student.',ہند نے کہا: 'میں طالبہ ہوں۔',EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-22-lesson-01.json,,,images/discover/قالت-هند:-انا-طالبة.jpg
discover_card_only,no,,,قالوا الولدون: نحن في المدرسة,"قَالُوا الْوَلَدُونَ: ""نَحْنُ فِي الْمَدْرَسَةِ""",qaaluu al-waladoona: 'nahnu fi al-madrasati',The boys said: 'We are at the school.',لڑکوں نے کہا: 'ہم school میں ہیں۔',EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-22-lesson-01.json,,,images/discover/قالوا-الولدون:-نحن-في-المدرسة.jpg
discover_card_only,no,,,سأل · سألت · سؤال · أين · هل · من · ما,سَأَلَ · سَأَلَتْ · سُؤَالٌ · أَيْنَ · هَلْ · مَنْ · مَا,—,he asked · she asked · a question · where · yes/no question marker · who · what,اس نے پوچھا · اس نے پوچھا (مؤنث) · سوال · کہاں · ہل (سوال کا لفظ) · کون · کیا,WORD,1,warsh-backend/prisma/fixtures/chapter-22-lesson-02.json,,,images/discover/سال-·-سالت-·-سؤال-·-اين-·-هل-·-من-·-ما.jpg
discover_card_only,no,,,سأل الولد: أين المسجد؟,"سَأَلَ الْوَلَدُ: ""أَيْنَ الْمَسْجِدُ؟""",sa'ala al-waladu: 'ayna al-masjidu?',The boy asked: 'Where is the mosque?',لڑکے نے پوچھا: 'مسجد کہاں ہے؟',EXAMPLE,1,warsh-backend/prisma/fixtures/chapter-22-lesson-02.json,,,images/discover/سال-الولد:-اين-المسجد؟.jpg
